view_id,customer_id,product_id,view_date,category,device_type
532,75,39,2025-01-15,Books,mobile
533,372,81,2024-12-07,Toys,mobile
534,288,59,2024-05-09,Home,tablet
535,130,84,2024-12-10,Clothing,tablet
536,175,88,2024-12-29,Books,mobile
537,462,86,2024-04-23,Electronics,mobile
538,84,93,2025-02-28,Home,desktop
539,22,86,2024-04-19,Toys,tablet
540,459,44,2024-09-05,Clothing,tablet
541,27,9,2024-06-16,Electronics,mobile
542,195,37,2024-12-11,Toys,mobile
543,337,74,2025-04-16,Toys,tablet
544,382,36,2025-03-05,Books,desktop
545,236,92,2024-10-08,Books,mobile
546,440,28,2024-08-19,Electronics,tablet
547,92,42,2025-02-27,Toys,tablet
548,477,43,2025-01-21,Books,desktop
549,21,85,2024-10-24,Clothing,desktop
550,303,88,2024-04-17,Clothing,mobile
551,464,42,2024-10-25,Toys,mobile
552,357,66,2025-03-16,Books,mobile
553,443,55,2025-03-13,Electronics,tablet
554,84,72,2025-03-03,Electronics,mobile
555,262,48,2025-03-03,Electronics,tablet
556,147,91,2024-06-08,Clothing,mobile
557,441,22,2024-12-21,Books,desktop
558,453,27,2025-04-15,Books,desktop
559,387,93,2024-05-01,Clothing,tablet
560,257,67,2024-10-21,Electronics,desktop
561,58,13,2024-12-06,Electronics,tablet
562,380,45,2025-01-18,Toys,tablet
563,422,10,2024-10-26,Home,desktop
564,15,100,2024-05-08,Books,tablet
565,162,9,2024-05-21,Books,desktop
566,445,54,2024-08-17,Books,mobile
567,163,27,2025-03-26,Home,mobile
568,320,34,2025-03-12,Toys,desktop
569,497,1,2024-12-23,Home,desktop
570,281,32,2024-12-22,Electronics,desktop
571,280,89,2024-10-09,Electronics,desktop
572,12,93,2024-11-15,Books,mobile
573,274,71,2025-01-30,Clothing,tablet
574,271,67,2025-03-27,Books,tablet
575,492,84,2024-08-11,Clothing,mobile
576,208,20,2024-06-18,Home,tablet
577,27,94,2024-09-16,Electronics,mobile
578,72,35,2024-05-10,Clothing,tablet
579,60,99,2024-09-18,Home,desktop
580,430,91,2025-03-01,Electronics,desktop
581,473,90,2024-09-03,Clothing,desktop
582,145,78,2024-11-24,Books,mobile
583,93,17,2025-02-20,Books,mobile
584,309,18,2025-02-07,Books,tablet
585,8,45,2024-09-26,Home,tablet
586,79,93,2024-12-05,Books,tablet
587,27,84,2024-11-01,Toys,mobile
588,174,53,2024-06-12,Electronics,tablet
589,50,91,2024-10-08,Home,desktop
590,500,82,2025-03-22,Books,tablet
591,199,68,2024-12-13,Electronics,desktop
592,387,65,2024-05-28,Clothing,mobile
593,349,1,2024-11-16,Books,desktop
594,448,58,2024-06-04,Electronics,desktop
595,428,26,2024-06-08,Toys,desktop
596,181,20,2024-06-05,Clothing,mobile
597,24,87,2024-05-30,Toys,mobile
598,316,10,2025-01-12,Electronics,mobile
599,378,59,2024-08-17,Toys,mobile
600,387,75,2024-06-14,Electronics,tablet
601,404,41,2024-04-28,Electronics,mobile
602,46,5,2024-05-03,Toys,desktop
603,15,65,2024-05-18,Electronics,mobile
604,153,17,2024-06-19,Books,tablet
605,222,22,2024-05-04,Electronics,tablet
606,206,98,2024-10-13,Home,tablet
607,455,41,2024-09-24,Electronics,desktop
608,273,93,2024-05-25,Home,mobile
609,382,68,2024-07-12,Electronics,mobile
610,236,69,2024-11-24,Electronics,mobile
611,340,11,2024-12-07,Toys,desktop
612,228,56,2024-07-22,Books,desktop
613,9,51,2025-02-14,Books,tablet
614,166,21,2024-08-30,Clothing,tablet
615,432,99,2024-05-05,Toys,mobile
616,444,76,2025-01-19,Toys,desktop
617,319,26,2024-07-19,Books,desktop
618,214,19,2024-11-04,Toys,mobile
619,117,60,2025-01-15,Books,mobile
620,386,71,2025-04-11,Toys,tablet
621,344,47,2024-06-18,Electronics,tablet
622,72,71,2024-11-06,Books,tablet
623,395,26,2024-12-06,Books,mobile
624,64,40,2024-10-12,Home,mobile
625,205,5,2024-09-26,Toys,tablet
626,209,21,2024-07-19,Toys,tablet
627,72,78,2024-11-21,Books,desktop
628,277,4,2025-03-30,Electronics,desktop
629,274,23,2025-04-10,Electronics,tablet
630,478,84,2024-12-18,Electronics,tablet
631,320,15,2024-12-06,Toys,desktop
632,338,93,2024-09-25,Home,tablet
633,366,8,2024-12-04,Books,desktop
634,495,41,2025-03-11,Clothing,desktop
635,95,19,2024-09-21,Home,desktop
636,166,46,2025-02-28,Clothing,mobile
637,32,28,2025-03-02,Home,mobile
638,11,91,2025-02-23,Electronics,tablet
639,301,68,2024-05-16,Toys,desktop
640,217,15,2024-07-20,Clothing,mobile
641,289,99,2024-07-21,Home,tablet
642,102,37,2024-10-05,Toys,tablet
643,425,1,2024-08-24,Clothing,tablet
644,392,67,2024-08-07,Books,tablet
645,267,24,2024-11-28,Home,tablet
646,214,27,2025-01-23,Books,desktop
647,179,40,2024-11-28,Electronics,tablet
648,88,63,2024-11-21,Books,desktop
649,41,61,2024-05-09,Books,mobile
650,401,36,2024-05-09,Home,tablet
651,76,98,2024-12-06,Electronics,mobile
652,377,93,2024-05-10,Books,desktop
653,46,24,2024-06-30,Toys,desktop
654,160,24,2024-10-27,Clothing,mobile
655,463,4,2024-04-19,Books,tablet
656,80,67,2024-06-14,Electronics,tablet
657,310,34,2025-02-10,Books,mobile
658,86,57,2025-02-08,Clothing,mobile
659,92,49,2025-03-31,Electronics,mobile
660,148,87,2024-07-28,Home,tablet
661,161,53,2025-03-27,Electronics,tablet
662,202,23,2025-03-21,Home,tablet
663,424,69,2024-05-13,Electronics,mobile
