ip,timestamp,method,url,protocol,status,user_agent
192.168.0.9,2025-04-01T02:02:59,GET,/contact,HTTP/1.1,500,Mozilla/5.0
192.168.0.3,2025-04-01T04:13:02,GET,/home,HTTP/1.1,500,Opera/9.80
192.168.0.7,2025-04-01T22:44:44,POST,/blog,HTTP/1.1,404,Mozilla/5.0
192.168.0.1,2025-04-01T02:56:22,POST,/about,HTTP/1.1,404,Opera/9.80
192.168.0.5,2025-04-01T21:40:18,POST,/,HTTP/1.1,404,Safari/537.36
192.168.0.4,2025-04-01T14:00:02,POST,/contact,HTTP/1.1,500,Safari/537.36
192.168.0.6,2025-04-01T23:55:52,GET,/home,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T06:57:36,POST,/home,HTTP/1.1,500,Chrome/112.0
192.168.0.5,2025-04-01T10:16:40,GET,/home,HTTP/1.1,404,Edge/91.0
192.168.0.4,2025-04-01T03:07:14,POST,/blog,HTTP/1.1,500,Mozilla/5.0
192.168.0.8,2025-04-01T02:38:58,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.4,2025-04-01T12:40:35,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.4,2025-04-01T19:24:53,POST,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.5,2025-04-01T08:48:39,POST,/contact,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T19:07:11,POST,/contact,HTTP/1.1,404,Safari/537.36
192.168.0.8,2025-04-01T21:35:02,GET,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.10,2025-04-01T21:00:12,POST,/blog,HTTP/1.1,500,Opera/9.80
192.168.0.1,2025-04-01T04:44:22,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T23:08:40,POST,/blog,HTTP/1.1,500,Edge/91.0
192.168.0.6,2025-04-01T12:44:51,POST,/products,HTTP/1.1,200,Safari/537.36
192.168.0.1,2025-04-01T14:58:40,POST,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.8,2025-04-01T20:18:05,GET,/products,HTTP/1.1,404,Chrome/112.0
192.168.0.5,2025-04-01T13:35:29,POST,/,HTTP/1.1,404,Mozilla/5.0
192.168.0.2,2025-04-01T07:20:21,GET,/blog,HTTP/1.1,500,Safari/537.36
192.168.0.4,2025-04-01T01:32:13,POST,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.4,2025-04-01T16:43:08,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.6,2025-04-01T14:22:39,GET,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T22:04:32,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.4,2025-04-01T15:25:49,GET,/home,HTTP/1.1,500,Mozilla/5.0
192.168.0.2,2025-04-01T06:08:05,GET,/about,HTTP/1.1,404,Chrome/112.0
192.168.0.3,2025-04-01T03:08:48,GET,/contact,HTTP/1.1,404,Edge/91.0
192.168.0.3,2025-04-01T06:46:24,GET,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.1,2025-04-01T13:21:01,GET,/contact,HTTP/1.1,404,Opera/9.80
192.168.0.4,2025-04-01T16:08:35,GET,/blog,HTTP/1.1,404,Mozilla/5.0
192.168.0.9,2025-04-01T09:46:17,GET,/,HTTP/1.1,404,Chrome/112.0
192.168.0.6,2025-04-01T05:09:38,POST,/,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T15:37:55,GET,/,HTTP/1.1,404,Safari/537.36
192.168.0.7,2025-04-01T07:19:19,POST,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.3,2025-04-01T22:43:02,GET,/about,HTTP/1.1,500,Safari/537.36
192.168.0.3,2025-04-01T23:06:45,POST,/blog,HTTP/1.1,500,Opera/9.80
192.168.0.9,2025-04-01T00:51:39,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T07:26:18,POST,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.5,2025-04-01T20:23:15,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T10:39:11,POST,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T19:34:12,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.1,2025-04-01T06:37:45,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T15:04:42,GET,/about,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T16:43:19,POST,/home,HTTP/1.1,200,Edge/91.0
192.168.0.7,2025-04-01T09:11:38,GET,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.9,2025-04-01T18:15:55,GET,/blog,HTTP/1.1,404,Edge/91.0
192.168.0.4,2025-04-01T22:34:32,POST,/about,HTTP/1.1,200,Opera/9.80
192.168.0.2,2025-04-01T19:35:33,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T17:35:17,GET,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.10,2025-04-01T12:14:51,POST,/,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T08:31:24,POST,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T02:03:40,GET,/home,HTTP/1.1,200,Safari/537.36
192.168.0.9,2025-04-01T03:52:28,POST,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.10,2025-04-01T10:26:08,GET,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.2,2025-04-01T06:49:57,GET,/contact,HTTP/1.1,404,Chrome/112.0
192.168.0.5,2025-04-01T01:25:38,GET,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.4,2025-04-01T03:14:58,POST,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T23:25:00,GET,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.5,2025-04-01T10:07:10,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T19:29:25,POST,/about,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T03:39:08,GET,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.1,2025-04-01T01:32:38,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T10:48:27,POST,/contact,HTTP/1.1,404,Safari/537.36
192.168.0.9,2025-04-01T11:07:20,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.8,2025-04-01T18:04:01,POST,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.2,2025-04-01T00:31:28,POST,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T20:28:30,POST,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T13:26:40,POST,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T03:34:36,GET,/contact,HTTP/1.1,500,Safari/537.36
192.168.0.8,2025-04-01T04:49:36,GET,/about,HTTP/1.1,404,Chrome/112.0
192.168.0.6,2025-04-01T00:48:19,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.1,2025-04-01T05:42:30,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T03:42:00,POST,/blog,HTTP/1.1,404,Mozilla/5.0
192.168.0.9,2025-04-01T18:23:52,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T21:40:43,POST,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T23:33:18,GET,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T22:59:34,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.10,2025-04-01T01:24:17,GET,/,HTTP/1.1,500,Edge/91.0
192.168.0.8,2025-04-01T10:55:36,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.4,2025-04-01T13:06:46,POST,/home,HTTP/1.1,404,Opera/9.80
192.168.0.4,2025-04-01T03:23:30,GET,/contact,HTTP/1.1,500,Chrome/112.0
192.168.0.3,2025-04-01T08:22:47,GET,/,HTTP/1.1,500,Mozilla/5.0
192.168.0.10,2025-04-01T01:02:46,GET,/contact,HTTP/1.1,404,Opera/9.80
192.168.0.7,2025-04-01T09:49:34,POST,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T16:00:37,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.6,2025-04-01T15:10:49,GET,/about,HTTP/1.1,500,Chrome/112.0
192.168.0.9,2025-04-01T05:45:33,GET,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.7,2025-04-01T02:54:00,POST,/,HTTP/1.1,404,Edge/91.0
192.168.0.6,2025-04-01T13:24:53,POST,/home,HTTP/1.1,500,Edge/91.0
192.168.0.7,2025-04-01T20:07:04,GET,/,HTTP/1.1,404,Edge/91.0
192.168.0.4,2025-04-01T20:02:53,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T19:22:29,POST,/products,HTTP/1.1,200,Safari/537.36
192.168.0.4,2025-04-01T14:26:09,GET,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T13:02:10,POST,/about,HTTP/1.1,200,Mozilla/5.0
192.168.0.9,2025-04-01T02:51:09,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.2,2025-04-01T00:01:48,POST,/about,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T13:06:21,GET,/blog,HTTP/1.1,500,Opera/9.80
192.168.0.8,2025-04-01T21:14:07,POST,/,HTTP/1.1,404,Mozilla/5.0
192.168.0.3,2025-04-01T04:18:01,GET,/home,HTTP/1.1,200,Edge/91.0
192.168.0.5,2025-04-01T14:30:22,POST,/home,HTTP/1.1,200,Edge/91.0
192.168.0.7,2025-04-01T21:07:36,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T20:09:25,GET,/about,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T19:18:51,POST,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.1,2025-04-01T09:43:15,GET,/home,HTTP/1.1,404,Chrome/112.0
192.168.0.9,2025-04-01T07:35:46,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.8,2025-04-01T11:49:37,POST,/,HTTP/1.1,500,Safari/537.36
192.168.0.6,2025-04-01T09:07:03,POST,/products,HTTP/1.1,200,Edge/91.0
192.168.0.10,2025-04-01T03:15:06,GET,/contact,HTTP/1.1,404,Opera/9.80
192.168.0.2,2025-04-01T22:19:04,POST,/blog,HTTP/1.1,500,Safari/537.36
192.168.0.6,2025-04-01T14:05:44,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.9,2025-04-01T16:26:26,POST,/blog,HTTP/1.1,404,Chrome/112.0
192.168.0.9,2025-04-01T16:40:55,POST,/,HTTP/1.1,500,Mozilla/5.0
192.168.0.10,2025-04-01T15:00:28,POST,/home,HTTP/1.1,404,Edge/91.0
192.168.0.6,2025-04-01T11:44:44,GET,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.6,2025-04-01T20:44:12,POST,/about,HTTP/1.1,404,Opera/9.80
192.168.0.4,2025-04-01T11:05:23,GET,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T15:27:35,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T10:58:36,POST,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.4,2025-04-01T21:35:54,POST,/home,HTTP/1.1,500,Safari/537.36
192.168.0.5,2025-04-01T00:46:31,GET,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.8,2025-04-01T20:21:17,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.5,2025-04-01T22:53:30,POST,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.3,2025-04-01T18:02:12,GET,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T08:55:30,GET,/about,HTTP/1.1,404,Safari/537.36
192.168.0.1,2025-04-01T00:10:54,POST,/about,HTTP/1.1,500,Chrome/112.0
192.168.0.2,2025-04-01T04:32:50,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.1,2025-04-01T19:04:00,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.2,2025-04-01T10:41:20,GET,/,HTTP/1.1,404,Safari/537.36
192.168.0.1,2025-04-01T13:52:12,POST,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.5,2025-04-01T01:21:22,POST,/,HTTP/1.1,404,Safari/537.36
192.168.0.1,2025-04-01T11:56:01,GET,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.2,2025-04-01T17:03:47,POST,/home,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T13:28:08,POST,/products,HTTP/1.1,200,Opera/9.80
192.168.0.2,2025-04-01T18:20:43,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.2,2025-04-01T05:45:11,POST,/,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T02:48:07,POST,/,HTTP/1.1,404,Chrome/112.0
192.168.0.3,2025-04-01T02:04:12,GET,/blog,HTTP/1.1,500,Mozilla/5.0
192.168.0.10,2025-04-01T00:13:41,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.10,2025-04-01T22:05:51,POST,/,HTTP/1.1,200,Opera/9.80
192.168.0.5,2025-04-01T13:10:51,GET,/,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T22:06:42,GET,/home,HTTP/1.1,404,Opera/9.80
192.168.0.6,2025-04-01T01:11:36,POST,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.6,2025-04-01T21:39:50,GET,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.1,2025-04-01T01:58:00,GET,/products,HTTP/1.1,404,Opera/9.80
192.168.0.8,2025-04-01T18:56:38,POST,/,HTTP/1.1,500,Opera/9.80
192.168.0.5,2025-04-01T07:27:56,POST,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.3,2025-04-01T01:43:59,GET,/contact,HTTP/1.1,200,Chrome/112.0
192.168.0.5,2025-04-01T04:49:38,GET,/about,HTTP/1.1,500,Safari/537.36
192.168.0.1,2025-04-01T21:23:43,GET,/home,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T06:15:37,POST,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T08:59:26,GET,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.9,2025-04-01T22:57:16,POST,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T01:40:59,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.10,2025-04-01T03:44:57,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T10:38:24,GET,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.9,2025-04-01T08:18:02,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.7,2025-04-01T15:57:52,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.6,2025-04-01T14:42:28,POST,/home,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T20:30:50,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.3,2025-04-01T12:58:07,GET,/contact,HTTP/1.1,404,Edge/91.0
192.168.0.9,2025-04-01T07:03:11,GET,/products,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T02:43:32,GET,/,HTTP/1.1,404,Edge/91.0
192.168.0.9,2025-04-01T06:35:27,POST,/products,HTTP/1.1,200,Edge/91.0
192.168.0.4,2025-04-01T12:30:52,POST,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T08:07:17,POST,/home,HTTP/1.1,404,Edge/91.0
192.168.0.5,2025-04-01T04:43:06,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.2,2025-04-01T20:05:55,GET,/,HTTP/1.1,200,Opera/9.80
192.168.0.6,2025-04-01T08:48:07,POST,/products,HTTP/1.1,200,Opera/9.80
192.168.0.1,2025-04-01T08:13:43,GET,/home,HTTP/1.1,500,Edge/91.0
192.168.0.4,2025-04-01T01:56:13,GET,/contact,HTTP/1.1,404,Safari/537.36
192.168.0.5,2025-04-01T03:38:19,GET,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.5,2025-04-01T16:07:59,GET,/contact,HTTP/1.1,500,Safari/537.36
192.168.0.4,2025-04-01T05:40:32,POST,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T12:21:02,GET,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.8,2025-04-01T04:43:19,GET,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.3,2025-04-01T21:48:33,GET,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T04:45:26,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T12:51:38,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T09:41:36,POST,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T08:08:30,POST,/home,HTTP/1.1,404,Safari/537.36
192.168.0.2,2025-04-01T00:07:03,POST,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T15:31:50,GET,/home,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T17:46:15,GET,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T11:10:00,POST,/home,HTTP/1.1,500,Mozilla/5.0
192.168.0.2,2025-04-01T05:32:49,POST,/products,HTTP/1.1,404,Edge/91.0
192.168.0.6,2025-04-01T17:12:47,POST,/about,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T22:30:30,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T00:56:39,POST,/home,HTTP/1.1,404,Opera/9.80
192.168.0.1,2025-04-01T04:27:15,GET,/about,HTTP/1.1,500,Edge/91.0
192.168.0.9,2025-04-01T07:47:25,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.3,2025-04-01T08:13:06,GET,/,HTTP/1.1,500,Edge/91.0
192.168.0.3,2025-04-01T00:03:04,GET,/,HTTP/1.1,200,Opera/9.80
192.168.0.4,2025-04-01T02:58:22,POST,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T19:26:46,GET,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.9,2025-04-01T13:20:51,GET,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T12:15:25,GET,/products,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T00:31:56,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T11:11:25,POST,/products,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T09:16:49,GET,/contact,HTTP/1.1,404,Mozilla/5.0
192.168.0.2,2025-04-01T18:07:40,GET,/contact,HTTP/1.1,500,Chrome/112.0
192.168.0.8,2025-04-01T21:14:58,GET,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.7,2025-04-01T23:07:16,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T00:32:56,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T17:20:35,POST,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.10,2025-04-01T14:33:06,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.3,2025-04-01T23:31:45,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T07:07:45,POST,/about,HTTP/1.1,404,Opera/9.80
192.168.0.3,2025-04-01T01:30:56,GET,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T19:37:22,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T18:21:19,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T19:08:19,GET,/about,HTTP/1.1,404,Safari/537.36
192.168.0.5,2025-04-01T07:15:32,GET,/home,HTTP/1.1,500,Opera/9.80
192.168.0.3,2025-04-01T09:33:43,GET,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T19:45:42,GET,/about,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T22:17:12,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T16:24:56,GET,/about,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T06:35:47,GET,/products,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T04:38:38,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T15:51:01,GET,/contact,HTTP/1.1,404,Mozilla/5.0
192.168.0.7,2025-04-01T19:51:12,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T16:28:52,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.4,2025-04-01T09:42:27,GET,/about,HTTP/1.1,500,Mozilla/5.0
192.168.0.6,2025-04-01T17:56:39,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T22:08:07,POST,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T17:26:40,POST,/about,HTTP/1.1,404,Chrome/112.0
192.168.0.1,2025-04-01T21:56:23,GET,/products,HTTP/1.1,500,Edge/91.0
192.168.0.6,2025-04-01T03:56:26,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T19:36:58,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T20:26:42,GET,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.3,2025-04-01T04:24:35,GET,/contact,HTTP/1.1,200,Mozilla/5.0
