id,age,income,category,purchase_date,age_group
253,79,62254,Clothing,2024-09-27,51+
254,54,77362,Groceries,2024-01-10,51+
256,68,89383,Groceries,2024-05-22,51+
257,59,95545,Groceries,2024-02-02,51+
258,61,112180,Clothing,2023-04-30,51+
261,76,32219,Furniture,2024-04-09,51+
262,71,69809,Clothing,2023-10-13,51+
266,58,31342,Clothing,2024-01-11,51+
267,69,93076,Electronics,2023-03-30,51+
268,66,49216,Toys,2024-10-15,51+
269,79,109767,Furniture,2023-07-22,51+
270,66,56614,Electronics,2023-11-30,51+
271,75,66258,Toys,2023-08-10,51+
272,69,72078,Electronics,2023-02-10,51+
274,79,42219,Furniture,2023-03-09,51+
275,56,30235,Groceries,2024-05-28,51+
278,66,38567,Clothing,2024-08-20,51+
279,54,100792,Toys,2024-09-23,51+
280,66,95441,Clothing,2023-05-07,51+
281,73,114555,Clothing,2023-09-12,51+
283,76,35415,Electronics,2023-01-16,51+
284,66,66159,Electronics,2024-04-21,51+
288,71,38007,Groceries,2023-09-25,51+
290,54,88596,Electronics,2024-07-29,51+
295,79,49282,Toys,2023-11-21,51+
297,70,30077,Clothing,2023-10-03,51+
298,61,50611,Clothing,2024-11-14,51+
303,72,73303,Furniture,2024-04-26,51+
305,72,105046,Electronics,2024-04-24,51+
307,73,69711,Electronics,2023-01-08,51+
308,76,41954,Toys,2023-10-28,51+
310,55,102101,Groceries,2024-03-06,51+
313,69,48574,Groceries,2024-03-13,51+
314,51,39184,Electronics,2024-08-10,51+
318,65,41246,Furniture,2024-10-20,51+
322,77,34018,Furniture,2023-08-20,51+
323,76,41302,Clothing,2024-06-16,51+
329,77,117487,Clothing,2024-03-30,51+
330,76,86819,Toys,2023-12-14,51+
331,53,110910,Groceries,2024-06-23,51+
339,69,40789,Toys,2023-12-27,51+
340,58,96656,Toys,2024-08-06,51+
342,57,94484,Clothing,2023-09-19,51+
343,56,62154,Toys,2023-08-02,51+
345,57,32336,Furniture,2024-12-22,51+
349,74,62265,Groceries,2023-10-10,51+
351,67,76197,Electronics,2024-04-11,51+
355,59,101907,Toys,2024-03-16,51+
356,52,101895,Groceries,2023-04-03,51+
358,77,70631,Furniture,2024-02-28,51+
361,65,44382,Toys,2024-03-07,51+
362,74,114291,Groceries,2024-11-19,51+
363,69,33756,Toys,2024-10-14,51+
364,77,50609,Furniture,2024-12-01,51+
365,66,46478,Groceries,2023-02-18,51+
368,65,101315,Clothing,2023-05-16,51+
369,79,107834,Toys,2024-07-08,51+
372,54,42999,Electronics,2023-12-07,51+
374,76,30814,Toys,2023-11-14,51+
375,72,106077,Clothing,2024-09-09,51+
377,58,105993,Furniture,2024-01-17,51+
378,52,105916,Toys,2023-08-21,51+
380,65,47368,Groceries,2024-07-02,51+
385,71,69915,Toys,2023-02-10,51+
386,73,67219,Toys,2024-07-04,51+
389,69,90279,Toys,2024-05-08,51+
391,66,30126,Clothing,2023-11-29,51+
393,53,57632,Groceries,2024-07-11,51+
394,55,95310,Groceries,2024-07-10,51+
395,57,85176,Toys,2023-01-01,51+
397,79,74327,Clothing,2024-09-11,51+
398,52,98904,Electronics,2023-01-19,51+
399,65,33797,Clothing,2023-11-28,51+
400,79,77882,Clothing,2024-08-06,51+
402,52,64560,Groceries,2023-04-19,51+
406,63,31645,Furniture,2023-10-28,51+
409,71,83173,Clothing,2023-09-07,51+
410,52,67430,Furniture,2024-03-28,51+
412,78,93374,Toys,2023-06-02,51+
413,58,98244,Clothing,2023-06-23,51+
414,53,41694,Electronics,2023-12-09,51+
420,65,70738,Clothing,2024-10-19,51+
422,73,93731,Electronics,2024-11-03,51+
428,65,87761,Electronics,2024-02-16,51+
430,76,36783,Furniture,2023-04-23,51+
431,68,71914,Toys,2023-11-28,51+
433,72,109026,Clothing,2024-10-16,51+
435,63,100835,Groceries,2023-04-15,51+
437,55,49956,Electronics,2024-03-25,51+
438,55,117895,Electronics,2023-09-23,51+
439,62,76240,Clothing,2023-07-29,51+
440,68,67148,Furniture,2024-07-16,51+
441,71,34757,Groceries,2023-04-28,51+
445,51,57696,Groceries,2024-06-23,51+
450,64,82853,Furniture,2024-05-28,51+
453,77,105452,Clothing,2024-01-22,51+
454,78,92823,Groceries,2023-12-16,51+
455,65,50806,Toys,2023-10-23,51+
458,52,71949,Toys,2023-09-25,51+
459,66,32482,Furniture,2024-02-23,51+
461,61,63719,Electronics,2023-11-07,51+
465,63,89676,Groceries,2023-02-18,51+
466,70,57952,Electronics,2023-05-07,51+
468,52,72460,Clothing,2023-10-06,51+
469,77,102847,Toys,2024-02-12,51+
470,58,119106,Groceries,2024-05-19,51+
471,54,48449,Toys,2023-10-21,51+
474,66,68258,Clothing,2023-04-17,51+
475,63,78302,Furniture,2024-10-19,51+
476,70,58865,Toys,2024-02-24,51+
478,52,68000,Clothing,2024-03-04,51+
479,77,56737,Furniture,2024-01-10,51+
481,69,68565,Toys,2024-09-25,51+
482,78,55522,Clothing,2023-01-30,51+
490,59,105629,Groceries,2023-03-04,51+
492,71,111974,Groceries,2023-12-26,51+
493,75,56399,Electronics,2023-03-16,51+
495,57,111244,Electronics,2024-11-02,51+
496,63,106534,Toys,2023-04-28,51+
498,67,60678,Toys,2024-01-15,51+
500,64,93230,Furniture,2023-10-17,51+
505,59,98836,Toys,2024-02-25,51+
509,57,115595,Groceries,2023-05-28,51+
512,60,103506,Electronics,2024-03-19,51+
513,71,64911,Groceries,2024-02-23,51+
514,65,117127,Toys,2024-03-02,51+
515,56,61821,Toys,2024-04-23,51+
517,59,90535,Groceries,2023-05-06,51+
518,72,114458,Toys,2024-01-30,51+
520,52,84771,Clothing,2023-11-21,51+
521,67,116925,Groceries,2024-01-27,51+
525,77,36150,Clothing,2023-07-23,51+
526,75,34425,Furniture,2024-04-30,51+
528,74,32198,Electronics,2024-01-23,51+
529,53,90500,Electronics,2024-09-16,51+
530,62,83394,Furniture,2024-03-09,51+
534,63,43859,Toys,2024-08-01,51+
538,68,72880,Toys,2023-06-04,51+
542,51,45358,Toys,2023-08-22,51+
547,68,31279,Furniture,2024-06-25,51+
549,75,92516,Furniture,2023-05-02,51+
550,79,37083,Toys,2023-05-05,51+
551,78,47771,Electronics,2024-07-02,51+
553,75,75648,Furniture,2023-05-04,51+
554,75,78285,Clothing,2023-02-04,51+
556,66,97642,Clothing,2024-10-07,51+
557,69,116143,Furniture,2024-12-08,51+
558,59,67599,Clothing,2023-07-20,51+
561,71,65954,Clothing,2023-02-28,51+
562,60,57856,Electronics,2024-03-06,51+
563,77,32573,Clothing,2024-09-29,51+
564,54,108344,Electronics,2024-05-14,51+
567,70,53752,Toys,2023-03-09,51+
568,77,85029,Electronics,2023-03-10,51+
569,61,47685,Groceries,2023-06-14,51+
570,61,81693,Toys,2024-05-03,51+
572,56,106908,Furniture,2024-11-04,51+
575,62,86133,Groceries,2023-12-09,51+
577,69,68243,Clothing,2023-12-20,51+
579,64,61653,Clothing,2023-04-19,51+
580,52,56657,Toys,2024-07-16,51+
581,72,69952,Electronics,2024-05-11,51+
582,57,52180,Toys,2023-12-07,51+
583,69,108411,Groceries,2024-01-18,51+
586,67,70809,Toys,2023-05-19,51+
587,77,46725,Groceries,2023-12-25,51+
588,59,91396,Toys,2024-05-13,51+
592,73,59402,Groceries,2024-09-28,51+
595,75,77924,Toys,2023-05-19,51+
596,72,104182,Furniture,2024-03-10,51+
598,54,41664,Groceries,2023-09-30,51+
600,70,119563,Clothing,2023-04-14,51+
601,79,59373,Clothing,2023-08-02,51+
605,70,91120,Clothing,2023-10-11,51+
607,75,51172,Electronics,2024-10-18,51+
608,75,41555,Furniture,2024-09-04,51+
610,64,108617,Furniture,2024-10-20,51+
611,51,83276,Groceries,2023-03-05,51+
613,79,83002,Toys,2023-04-27,51+
614,71,119599,Furniture,2023-09-24,51+
615,65,102355,Toys,2024-11-15,51+
617,57,41046,Toys,2023-05-20,51+
618,62,58769,Toys,2023-09-03,51+
619,70,83302,Electronics,2024-10-22,51+
622,78,34853,Toys,2024-04-20,51+
623,56,119399,Groceries,2024-05-31,51+
627,72,97298,Clothing,2024-06-07,51+
632,68,75420,Furniture,2023-10-31,51+
633,54,68890,Toys,2024-09-11,51+
635,74,77304,Groceries,2024-11-25,51+
640,64,67904,Groceries,2023-08-04,51+
641,66,84912,Clothing,2024-02-11,51+
643,63,30060,Groceries,2024-12-15,51+
644,79,104666,Electronics,2024-12-04,51+
645,69,113559,Groceries,2024-05-13,51+
651,65,64020,Groceries,2024-11-17,51+
653,56,105186,Groceries,2023-06-12,51+
654,53,115469,Groceries,2023-02-17,51+
656,79,118929,Electronics,2023-11-25,51+
658,54,81474,Electronics,2023-12-03,51+
660,75,36960,Furniture,2024-07-28,51+
662,71,51520,Toys,2024-03-18,51+
664,53,66408,Clothing,2024-05-08,51+
665,51,87134,Toys,2024-12-01,51+
666,69,50491,Clothing,2023-10-14,51+
669,75,30338,Clothing,2024-04-24,51+
671,75,42254,Electronics,2023-12-15,51+
674,73,31750,Groceries,2024-07-19,51+
676,62,97957,Groceries,2023-05-06,51+
681,72,92552,Electronics,2024-10-25,51+
683,66,57935,Electronics,2024-11-26,51+
690,67,49541,Clothing,2023-09-21,51+
691,52,112310,Clothing,2023-04-23,51+
692,77,74813,Toys,2024-05-02,51+
695,78,54070,Furniture,2024-10-08,51+
696,68,99768,Clothing,2024-08-01,51+
697,60,41122,Furniture,2023-03-06,51+
698,54,110559,Electronics,2023-10-19,51+
703,57,66062,Groceries,2023-05-21,51+
705,60,81571,Electronics,2023-07-07,51+
706,61,55510,Groceries,2023-05-08,51+
711,63,117312,Groceries,2024-06-30,51+
713,78,104910,Furniture,2024-12-03,51+
714,68,82375,Electronics,2023-04-14,51+
715,67,65435,Groceries,2024-06-18,51+
716,52,87132,Toys,2023-09-22,51+
725,79,36640,Furniture,2024-11-15,51+
726,51,74547,Furniture,2023-10-17,51+
727,68,84620,Clothing,2023-02-14,51+
728,58,45317,Groceries,2024-07-26,51+
731,75,109273,Toys,2023-12-24,51+
732,70,104859,Electronics,2024-06-11,51+
733,67,110765,Electronics,2023-03-07,51+
734,62,104038,Electronics,2024-10-18,51+
737,73,59430,Furniture,2024-01-15,51+
738,53,105532,Electronics,2024-10-17,51+
741,78,43919,Electronics,2023-11-18,51+
742,74,99346,Electronics,2024-03-25,51+
743,53,69974,Electronics,2024-04-18,51+
745,54,75084,Clothing,2023-07-03,51+
748,52,91916,Toys,2023-10-17,51+
749,66,103972,Toys,2023-10-22,51+
750,52,92187,Furniture,2024-03-26,51+
751,65,42984,Clothing,2023-08-03,51+
752,53,63039,Groceries,2024-09-23,51+
754,66,113691,Toys,2023-01-27,51+
755,56,88606,Clothing,2024-09-21,51+
759,79,33430,Clothing,2023-08-21,51+
761,54,40816,Electronics,2024-03-12,51+
763,66,115680,Toys,2024-02-07,51+
764,72,32050,Clothing,2023-02-22,51+
768,52,64801,Toys,2023-01-31,51+
769,58,85619,Groceries,2023-12-03,51+
772,66,87775,Electronics,2024-06-27,51+
773,79,65400,Groceries,2024-03-21,51+
775,65,110688,Clothing,2023-01-10,51+
779,76,97364,Clothing,2024-07-17,51+
781,66,67573,Groceries,2023-06-09,51+
782,53,30806,Groceries,2023-01-14,51+
784,78,59757,Furniture,2024-02-16,51+
785,58,64636,Furniture,2023-02-22,51+
793,69,111470,Groceries,2024-04-15,51+
795,75,71844,Furniture,2023-01-12,51+
796,64,94754,Clothing,2024-09-22,51+
798,70,107129,Toys,2023-12-20,51+
800,52,91665,Furniture,2023-03-16,51+
803,69,85554,Electronics,2024-08-13,51+
804,76,44199,Furniture,2024-03-16,51+
806,53,80948,Groceries,2023-06-03,51+
807,70,103781,Toys,2023-04-06,51+
810,74,76600,Clothing,2023-07-28,51+
811,56,106898,Clothing,2023-12-09,51+
812,62,92483,Electronics,2023-03-29,51+
813,70,48297,Toys,2024-01-25,51+
814,59,60448,Groceries,2023-11-21,51+
815,75,56172,Furniture,2023-06-06,51+
816,56,72874,Electronics,2024-10-29,51+
819,75,55425,Clothing,2024-07-30,51+
821,52,54578,Furniture,2024-10-20,51+
824,60,91413,Groceries,2024-03-03,51+
827,64,63660,Clothing,2023-05-21,51+
831,75,64701,Toys,2024-09-15,51+
832,61,113300,Toys,2024-07-21,51+
834,78,113560,Clothing,2024-02-25,51+
835,55,53874,Clothing,2024-02-05,51+
837,63,95160,Electronics,2024-04-15,51+
839,57,118801,Clothing,2024-12-29,51+
840,59,55931,Groceries,2024-09-23,51+
842,67,76542,Toys,2023-01-23,51+
844,75,94772,Furniture,2023-08-23,51+
848,54,55559,Toys,2024-06-06,51+
849,55,63742,Groceries,2024-03-27,51+
852,65,51754,Clothing,2024-12-13,51+
853,62,33972,Furniture,2024-06-16,51+
856,69,39903,Groceries,2023-10-20,51+
860,62,116988,Toys,2024-06-23,51+
862,53,39516,Groceries,2023-12-21,51+
864,77,114082,Electronics,2024-05-10,51+
867,78,41303,Furniture,2023-08-24,51+
868,61,60561,Groceries,2024-03-30,51+
869,71,101719,Clothing,2023-01-13,51+
870,56,116231,Toys,2023-07-29,51+
875,56,113624,Toys,2024-10-10,51+
876,79,63130,Toys,2023-11-25,51+
878,62,56292,Electronics,2024-04-03,51+
880,67,99274,Groceries,2024-09-12,51+
882,79,83947,Clothing,2023-06-11,51+
883,75,52534,Groceries,2024-12-28,51+
887,78,104553,Toys,2023-01-28,51+
888,58,98344,Electronics,2023-11-22,51+
889,56,79138,Electronics,2023-05-29,51+
894,79,52890,Toys,2023-12-22,51+
895,74,107236,Furniture,2024-06-16,51+
896,77,66509,Furniture,2023-09-09,51+
897,66,72534,Electronics,2023-08-23,51+
899,73,78845,Groceries,2024-06-08,51+
901,55,63062,Electronics,2023-02-18,51+
902,70,105713,Toys,2023-04-28,51+
904,75,90461,Furniture,2024-10-11,51+
905,61,105418,Toys,2024-07-18,51+
906,62,96672,Furniture,2023-02-13,51+
908,62,61966,Clothing,2024-08-08,51+
909,78,102545,Groceries,2024-07-11,51+
910,64,42987,Electronics,2024-06-08,51+
913,71,93852,Clothing,2024-02-02,51+
916,77,106242,Groceries,2024-01-22,51+
917,54,77517,Furniture,2023-04-21,51+
918,53,59257,Electronics,2024-09-05,51+
919,52,117272,Groceries,2023-01-17,51+
922,74,91246,Groceries,2024-06-24,51+
924,64,56660,Groceries,2024-02-13,51+
925,58,35084,Furniture,2024-01-13,51+
926,66,112197,Clothing,2023-07-07,51+
931,70,37491,Groceries,2024-04-09,51+
932,71,80192,Groceries,2023-04-14,51+
933,71,110395,Toys,2024-08-26,51+
937,74,50953,Groceries,2024-11-12,51+
944,55,107475,Electronics,2024-05-15,51+
948,70,117046,Toys,2024-06-02,51+
950,75,74064,Electronics,2023-01-12,51+
952,53,61598,Electronics,2024-12-20,51+
955,75,74569,Toys,2024-04-28,51+
956,77,41745,Clothing,2024-10-08,51+
957,67,56029,Toys,2023-08-16,51+
960,54,119186,Clothing,2024-04-01,51+
961,58,36540,Clothing,2023-06-09,51+
962,53,111958,Electronics,2023-11-27,51+
964,71,71846,Toys,2024-12-29,51+
968,70,80975,Furniture,2023-08-02,51+
972,65,33093,Furniture,2023-07-14,51+
975,63,82930,Toys,2024-09-01,51+
976,52,74413,Clothing,2023-08-14,51+
977,78,63756,Electronics,2024-02-16,51+
980,68,111871,Furniture,2023-05-04,51+
982,64,83331,Groceries,2023-08-06,51+
986,73,35626,Electronics,2024-01-28,51+
988,67,42857,Clothing,2024-10-06,51+
989,76,49982,Groceries,2024-08-30,51+
990,62,106961,Clothing,2024-03-09,51+
992,72,78290,Furniture,2023-05-23,51+
993,73,56431,Clothing,2024-06-23,51+
995,71,112711,Electronics,2023-08-21,51+
999,64,48639,Groceries,2024-05-06,51+
1000,66,115530,Toys,2023-07-18,51+
