id,age,income,category,purchase_date,age_group
802,42,57376,Groceries,2024-07-14,36-50
806,53,80948,Groceries,2023-06-03,51+
809,33,96262,Groceries,2023-10-21,19-35
814,59,60448,Groceries,2023-11-21,51+
824,60,91413,Groceries,2024-03-03,51+
829,26,90504,Groceries,2023-06-26,19-35
840,59,55931,Groceries,2024-09-23,51+
846,22,80106,Groceries,2023-04-11,19-35
849,55,63742,Groceries,2024-03-27,51+
855,39,71873,Groceries,2024-10-13,36-50
856,69,39903,Groceries,2023-10-20,51+
857,34,33020,Groceries,2023-04-11,19-35
862,53,39516,Groceries,2023-12-21,51+
866,36,31591,Groceries,2023-08-15,36-50
868,61,60561,Groceries,2024-03-30,51+
880,67,99274,Groceries,2024-09-12,51+
883,75,52534,Groceries,2024-12-28,51+
886,25,79708,Groceries,2023-01-03,19-35
899,73,78845,Groceries,2024-06-08,51+
909,78,102545,Groceries,2024-07-11,51+
912,33,61575,Groceries,2023-04-12,19-35
916,77,106242,Groceries,2024-01-22,51+
919,52,117272,Groceries,2023-01-17,51+
922,74,91246,Groceries,2024-06-24,51+
924,64,56660,Groceries,2024-02-13,51+
930,18,75539,Groceries,2024-11-17,0-18
931,70,37491,Groceries,2024-04-09,51+
932,71,80192,Groceries,2023-04-14,51+
935,33,103609,Groceries,2024-05-16,19-35
937,74,50953,Groceries,2024-11-12,51+
954,25,59241,Groceries,2024-01-08,19-35
963,44,98878,Groceries,2023-08-13,36-50
966,26,47482,Groceries,2024-03-31,19-35
974,30,52042,Groceries,2023-06-06,19-35
982,64,83331,Groceries,2023-08-06,51+
987,47,37424,Groceries,2024-09-22,36-50
989,76,49982,Groceries,2024-08-30,51+
991,22,31980,Groceries,2023-11-27,19-35
994,50,114976,Groceries,2023-10-05,36-50
999,64,48639,Groceries,2024-05-06,51+
