id,age,income,category,purchase_date,age_group
424,24,103509,Toys,2024-02-24,19-35
425,20,38577,Clothing,2024-08-16,19-35
426,34,38070,Electronics,2024-04-29,19-35
429,29,66368,Groceries,2023-03-25,19-35
442,25,49097,Clothing,2024-12-13,19-35
452,22,51566,Clothing,2024-11-08,19-35
457,21,31759,Electronics,2023-03-22,19-35
460,34,54442,Electronics,2023-08-23,19-35
467,23,116444,Toys,2023-08-11,19-35
487,20,70806,Toys,2023-06-05,19-35
488,35,78770,Clothing,2023-06-21,19-35
494,20,115382,Clothing,2024-07-13,19-35
503,19,61480,Furniture,2023-01-07,19-35
506,19,102258,Toys,2024-07-21,19-35
508,34,54160,Electronics,2024-07-12,19-35
511,26,94929,Clothing,2023-07-21,19-35
524,30,77057,Groceries,2024-03-15,19-35
527,24,46032,Electronics,2023-01-31,19-35
533,25,71874,Clothing,2024-03-18,19-35
535,33,80460,Clothing,2023-03-16,19-35
536,31,61419,Furniture,2024-07-10,19-35
537,29,38705,Furniture,2024-10-27,19-35
540,32,117955,Toys,2023-12-29,19-35
543,19,106918,Electronics,2024-07-16,19-35
559,23,81920,Toys,2024-01-04,19-35
560,32,58529,Clothing,2023-03-18,19-35
566,25,90774,Electronics,2023-10-05,19-35
571,22,85961,Furniture,2023-11-01,19-35
573,21,104532,Electronics,2023-12-31,19-35
574,23,111994,Electronics,2024-01-14,19-35
584,33,31622,Toys,2024-06-16,19-35
585,30,78756,Toys,2023-10-27,19-35
591,34,112565,Toys,2023-10-07,19-35
603,26,116145,Clothing,2023-06-14,19-35
604,29,68709,Furniture,2024-06-03,19-35
621,33,98247,Toys,2024-05-01,19-35
624,22,51792,Toys,2023-07-03,19-35
628,20,61987,Groceries,2024-08-04,19-35
629,29,45850,Toys,2024-06-12,19-35
631,33,54058,Furniture,2024-10-27,19-35
637,31,31524,Clothing,2023-04-12,19-35
639,22,65111,Groceries,2024-02-21,19-35
646,22,85337,Groceries,2024-04-09,19-35
647,29,43350,Clothing,2024-11-21,19-35
648,33,54354,Clothing,2024-12-31,19-35
661,27,65772,Groceries,2023-11-19,19-35
663,22,79481,Groceries,2023-01-13,19-35
668,27,74623,Toys,2023-04-24,19-35
675,22,84756,Clothing,2023-11-16,19-35
677,21,88053,Clothing,2023-10-04,19-35
678,33,100855,Groceries,2023-07-23,19-35
680,33,85761,Electronics,2024-11-11,19-35
682,19,107454,Electronics,2024-06-30,19-35
689,29,86276,Clothing,2024-01-05,19-35
699,29,103543,Electronics,2023-01-25,19-35
700,20,113441,Toys,2024-07-02,19-35
704,27,84237,Toys,2024-10-09,19-35
708,30,67265,Electronics,2023-05-07,19-35
709,29,47850,Furniture,2023-09-14,19-35
712,19,119613,Furniture,2023-07-13,19-35
718,34,112050,Clothing,2023-09-17,19-35
720,25,50662,Furniture,2023-12-24,19-35
723,27,70998,Furniture,2024-08-06,19-35
729,24,37564,Groceries,2023-03-24,19-35
730,21,57345,Clothing,2023-05-03,19-35
735,28,82393,Clothing,2024-01-10,19-35
744,27,46371,Clothing,2023-01-13,19-35
746,26,59629,Clothing,2023-04-21,19-35
753,35,115431,Groceries,2024-07-20,19-35
762,29,62733,Furniture,2024-06-16,19-35
765,30,63933,Electronics,2023-11-09,19-35
771,34,70600,Furniture,2023-01-23,19-35
778,30,73001,Electronics,2024-07-19,19-35
783,29,86638,Toys,2023-06-27,19-35
787,29,78280,Toys,2023-01-22,19-35
788,26,54262,Groceries,2023-01-30,19-35
789,24,110435,Groceries,2024-12-03,19-35
791,31,84842,Clothing,2023-07-24,19-35
797,33,64157,Furniture,2023-10-17,19-35
799,22,70042,Groceries,2024-09-30,19-35
801,29,112856,Groceries,2024-12-16,19-35
809,33,96262,Groceries,2023-10-21,19-35
817,31,37657,Toys,2024-10-12,19-35
820,22,56685,Clothing,2024-09-10,19-35
825,28,84028,Furniture,2024-03-27,19-35
826,35,37287,Furniture,2024-09-03,19-35
828,29,105758,Electronics,2023-03-24,19-35
829,26,90504,Groceries,2023-06-26,19-35
830,27,89720,Electronics,2023-07-17,19-35
833,34,47674,Clothing,2024-11-21,19-35
836,24,73642,Toys,2024-11-28,19-35
838,30,47602,Electronics,2023-08-06,19-35
841,26,59192,Electronics,2023-06-24,19-35
845,19,88762,Furniture,2023-01-13,19-35
846,22,80106,Groceries,2023-04-11,19-35
851,25,110199,Toys,2024-08-28,19-35
857,34,33020,Groceries,2023-04-11,19-35
858,24,71755,Clothing,2024-05-16,19-35
861,21,75648,Electronics,2024-07-06,19-35
863,23,32396,Toys,2023-10-30,19-35
872,27,49623,Clothing,2023-04-10,19-35
877,20,81756,Furniture,2023-06-15,19-35
879,30,116206,Furniture,2023-04-10,19-35
886,25,79708,Groceries,2023-01-03,19-35
891,20,77638,Toys,2024-05-02,19-35
892,30,108249,Electronics,2024-03-13,19-35
903,23,117263,Toys,2023-02-23,19-35
912,33,61575,Groceries,2023-04-12,19-35
915,28,100981,Furniture,2024-11-05,19-35
923,35,31435,Furniture,2023-06-20,19-35
927,31,43507,Furniture,2023-08-18,19-35
928,32,102595,Clothing,2023-04-29,19-35
934,20,93888,Electronics,2024-11-28,19-35
935,33,103609,Groceries,2024-05-16,19-35
938,28,106919,Toys,2024-11-29,19-35
939,29,97889,Clothing,2023-06-24,19-35
940,27,53821,Toys,2024-11-04,19-35
942,33,54860,Furniture,2023-05-14,19-35
943,25,51195,Electronics,2024-01-26,19-35
945,29,117266,Toys,2024-10-26,19-35
949,25,87372,Toys,2024-09-29,19-35
954,25,59241,Groceries,2024-01-08,19-35
965,34,105932,Electronics,2024-05-18,19-35
966,26,47482,Groceries,2024-03-31,19-35
970,30,108797,Clothing,2024-10-05,19-35
974,30,52042,Groceries,2023-06-06,19-35
978,23,83268,Furniture,2023-07-24,19-35
979,35,69214,Clothing,2023-03-20,19-35
981,22,58602,Toys,2024-04-15,19-35
984,19,93416,Clothing,2024-08-24,19-35
985,27,62196,Toys,2023-04-14,19-35
991,22,31980,Groceries,2023-11-27,19-35
997,35,68158,Furniture,2024-07-24,19-35
